Department,Age,Education,Education Field,Gender,Job Involvement,Performance Rating,Marital Status,Years At Company,Training Times Last Year,Environment Satisfaction,Job Satisfaction,Work Life Balance,Monthly Income
Sales,32,4,Life Sciences,Male,2,3,Married,10,1,2,2,3,97150
Research & Development,36,3,Life Sciences,Male,3,3,Married,1,2,2,4,3,43200
Research & Development,31,3,Medical,Female,3,3,Single,11,3,3,4,3,21320
Research & Development,35,4,Medical,Male,4,3,Single,15,2,3,1,3,101240
Human Resources,45,3,Human Resources,Female,1,3,Married,0,3,4,1,4,54730
Research & Development,37,3,Life Sciences,Female,3,3,Single,5,3,1,3,4,52070
Research & Development,46,3,Medical,Male,3,3,Divorced,4,0,2,2,3,164370
Sales,30,3,Life Sciences,Male,3,3,Married,10,2,4,4,2,22960
Research & Development,35,4,Life Sciences,Female,3,3,Single,6,5,2,3,3,40690
Research & Development,55,3,Life Sciences,Female,3,3,Married,1,4,1,4,3,74410
Sales,38,1,Marketing,Male,4,3,Divorced,13,2,2,4,3,24300
Research & Development,34,2,Medical,Male,3,3,Married,5,1,1,2,3,58780
Human Resources,56,1,Medical,Male,3,3,Single,6,2,4,4,2,26440
Research & Development,23,3,Medical,Male,3,4,Divorced,0,2,3,1,3,64390
Research & Development,51,4,Life Sciences,Female,2,3,Married,4,2,4,4,3,24510
Sales,30,2,Technical Degree,Male,4,4,Married,11,2,3,4,3,63920
Sales,46,2,Medical,Female,3,4,Single,9,0,3,4,3,97140
Research & Development,40,3,Medical,Male,2,3,Married,22,2,3,2,2,60770
Research & Development,51,4,Life Sciences,Female,3,3,Single,10,2,3,4,1,24500
Research & Development,30,3,Life Sciences,Male,3,3,Divorced,11,0,3,2,2,92500
Research & Development,46,1,Medical,Male,3,3,Married,10,3,3,1,2,20740
Sales,32,3,Marketing,Male,2,3,Single,11,6,2,3,3,101690
Research & Development,54,1,Medical,Female,2,4,Married,4,2,1,3,1,48550
Sales,24,2,Marketing,Male,3,4,Married,3,1,1,3,2,40870
Sales,28,4,Medical,Male,2,3,Married,5,2,2,3,4,23670
Research & Development,58,4,Life Sciences,Male,4,3,Single,37,2,4,3,2,29720
Research & Development,44,2,Medical,Female,2,3,Married,3,3,2,2,4,195860
Human Resources,37,3,Human Resources,Male,3,3,Divorced,3,4,3,1,3,54840
Human Resources,32,2,Human Resources,Female,2,3,Single,1,2,4,1,3,20610
Sales,20,4,Life Sciences,Female,3,4,Single,1,3,4,4,3,99240
Research & Development,34,4,Other,Male,2,4,Single,16,2,1,3,3,41980
Sales,37,2,Life Sciences,Male,3,4,Divorced,1,3,3,4,4,68150
Research & Development,59,2,Life Sciences,Male,3,3,Married,3,0,3,4,3,47230
Research & Development,50,4,Medical,Male,2,3,Married,8,3,1,2,2,61420
Sales,25,1,Marketing,Male,2,3,Single,6,6,3,3,3,82370
Research & Development,25,3,Technical Degree,Male,3,4,Married,2,3,4,4,3,88530
Research & Development,22,1,Life Sciences,Male,3,3,Single,0,2,2,4,3,193310
Research & Development,51,3,Life Sciences,Female,3,3,Single,13,4,1,1,2,20730
Human Resources,34,4,Life Sciences,Female,3,3,Single,9,3,1,3,2,55620
Research & Development,54,3,Life Sciences,Male,3,3,Single,5,5,4,4,3,196130
Research & Development,24,1,Life Sciences,Male,3,3,Married,5,4,2,3,3,34070
Sales,34,3,Marketing,Female,3,3,Divorced,1,2,3,2,3,50630
Sales,37,1,Technical Degree,Male,3,3,Single,5,3,3,4,3,46390
Sales,34,2,Medical,Male,3,4,Single,11,3,3,1,3,48760
Human Resources,36,3,Medical,Male,3,3,Married,9,1,2,4,3,26900
Research & Development,36,3,Medical,Female,3,3,Divorced,1,6,1,4,3,175670
Research & Development,43,4,Life Sciences,Male,3,3,Married,25,3,3,4,4,24080
Research & Development,30,3,Life Sciences,Female,3,4,Divorced,10,2,1,3,2,28140
Sales,33,3,Life Sciences,Male,3,4,Married,7,3,3,2,4,112450
Research & Development,56,3,Life Sciences,Male,1,3,Married,5,1,2,2,3,33120
Research & Development,51,2,Other,Female,3,3,Single,20,2,1,3,3,190490
Research & Development,31,4,Technical Degree,Female,3,4,Married,7,2,2,3,2,21410
Sales,26,3,Medical,Female,2,3,Married,5,4,3,2,2,57690
Sales,58,2,Medical,Female,2,3,Married,40,2,4,4,2,43850
Research & Development,19,2,Life Sciences,Male,3,4,Single,0,2,4,3,2,53320
Sales,22,4,Technical Degree,Male,3,3,Married,2,1,3,4,3,46630
Research & Development,49,3,Life Sciences,Female,2,3,Married,15,3,3,1,2,47240
Sales,43,2,Life Sciences,Male,4,3,Single,3,2,2,3,3,32110
Research & Development,50,4,Life Sciences,Male,4,3,Single,2,3,3,4,3,53770
Research & Development,31,1,Medical,Female,2,4,Married,2,2,2,3,3,40660
Research & Development,41,2,Other,Male,1,3,Divorced,9,2,3,3,3,52080
Research & Development,26,4,Life Sciences,Male,4,3,Married,8,5,3,3,3,48770
Human Resources,36,1,Human Resources,Male,4,4,Divorced,3,2,2,2,3,31170
Research & Development,51,3,Life Sciences,Female,4,3,Single,4,2,1,4,3,15690
Research & Development,39,3,Life Sciences,Female,4,3,Married,15,3,4,3,4,196580
Sales,25,1,Medical,Female,2,3,Married,2,3,1,3,3,30690
Research & Development,30,1,Medical,Male,3,3,Married,11,5,3,4,1,104350
Research & Development,32,4,Life Sciences,Female,2,3,Single,5,0,1,1,4,41480
Research & Development,45,1,Technical Degree,Female,3,4,Single,6,4,3,4,2,57680
Research & Development,38,4,Life Sciences,Female,3,3,Single,3,4,4,3,3,50420
Sales,30,3,Marketing,Female,4,3,Single,5,2,1,3,2,57700
Sales,32,3,Marketing,Male,3,4,Divorced,8,3,4,4,4,77560
Research & Development,30,3,Medical,Female,3,3,Divorced,3,5,4,1,3,103060
Sales,30,3,Medical,Male,3,3,Single,5,3,2,4,3,39360
Sales,41,2,Medical,Female,2,3,Divorced,7,6,4,1,2,79450
Research & Development,41,4,Medical,Male,4,3,Married,5,2,3,1,3,57430
Research & Development,19,3,Other,Female,2,3,Single,1,2,2,2,3,152020
Research & Development,40,4,Medical,Male,3,3,Divorced,20,2,2,2,3,54400
Sales,35,1,Marketing,Female,3,3,Married,10,2,3,2,3,37600
Sales,53,2,Life Sciences,Female,2,3,Married,7,1,2,3,1,35170
Sales,45,4,Technical Degree,Male,3,3,Divorced,17,3,2,2,1,25800
Sales,32,2,Life Sciences,Female,1,3,Single,9,4,2,4,3,21660
Research & Development,29,4,Technical Degree,Male,4,3,Married,10,6,4,3,3,58690
Research & Development,51,3,Other,Female,3,3,Married,1,4,2,3,3,80080
Sales,58,3,Marketing,Female,1,3,Married,1,4,2,2,2,52060
Research & Development,40,2,Technical Degree,Male,3,3,Married,12,4,3,4,2,52950
Sales,34,4,Marketing,Male,3,3,Married,4,1,3,3,3,164130
Research & Development,22,3,Medical,Male,3,4,Married,2,2,3,4,3,132690
Research & Development,27,3,Medical,Male,4,3,Divorced,2,2,4,2,1,27830
Sales,28,4,Life Sciences,Male,2,3,Married,5,4,3,4,1,54330
Research & Development,57,3,Life Sciences,Male,3,3,Divorced,5,5,3,4,1,20130
Research & Development,27,3,Life Sciences,Male,3,3,Divorced,1,1,3,3,2,139660
Research & Development,50,3,Life Sciences,Female,4,3,Single,5,5,3,2,3,43740
Sales,41,4,Marketing,Male,3,3,Divorced,9,3,1,3,3,68420
Human Resources,30,4,Human Resources,Female,2,3,Married,10,0,2,4,3,174260
Sales,38,1,Medical,Male,2,3,Single,8,0,1,4,4,176030
Research & Development,32,3,Medical,Female,3,3,Single,5,3,3,3,3,45810
Research & Development,27,4,Medical,Male,3,3,Married,5,2,3,2,2,47350
Research & Development,19,2,Life Sciences,Male,3,4,Single,0,4,3,1,4,41870
Sales,36,3,Marketing,Female,3,4,Single,8,3,4,2,2,55050
Sales,30,3,Medical,Female,3,3,Divorced,12,2,3,1,3,54700
Research & Development,45,2,Medical,Male,3,3,Divorced,5,3,3,1,4,54760
Research & Development,56,3,Life Sciences,Male,2,3,Divorced,2,2,3,1,3,25870
Research & Development,33,2,Medical,Male,3,3,Single,3,4,3,4,4,24400
Research & Development,19,2,Life Sciences,Male,3,4,Single,1,2,2,4,2,159720
Research & Development,46,3,Technical Degree,Female,1,3,Divorced,24,1,2,1,3,153790
Sales,38,4,Life Sciences,Male,4,3,Single,2,3,3,4,3,70820
Sales,31,5,Life Sciences,Male,4,3,Married,4,3,3,4,3,27280
Sales,34,3,Marketing,Female,3,3,Single,3,2,4,2,3,53680
Research & Development,41,4,Life Sciences,Male,3,4,Single,4,1,2,2,2,53470
Sales,50,4,Marketing,Male,2,3,Married,3,4,3,3,2,31950
Sales,53,2,Life Sciences,Male,3,3,Divorced,4,2,4,1,3,39890
Research & Development,33,3,Life Sciences,Male,1,3,Married,8,6,4,2,3,33060
Research & Development,40,3,Life Sciences,Female,3,4,Married,20,2,4,3,3,70050
Research & Development,55,1,Life Sciences,Female,2,3,Single,24,0,3,2,3,26550
Human Resources,34,4,Other,Female,4,3,Married,10,4,4,3,2,13930
Human Resources,51,2,Human Resources,Male,3,3,Single,7,2,4,2,3,25700
Research & Development,52,4,Medical,Female,3,3,Married,33,3,3,3,3,35370
Sales,27,3,Marketing,Male,3,3,Single,7,3,4,2,2,39860
Research & Development,35,4,Life Sciences,Female,4,3,Married,1,3,2,3,3,108830
Research & Development,43,2,Medical,Male,2,4,Divorced,5,2,4,4,4,20280
Research & Development,45,2,Medical,Female,3,3,Married,20,3,1,4,3,95250
Research & Development,37,3,Life Sciences,Female,1,3,Married,8,2,2,1,3,29290
Research & Development,35,3,Other,Male,4,3,Single,6,2,2,2,3,22750
Research & Development,42,1,Technical Degree,Male,3,3,Divorced,5,2,3,3,3,78790
Sales,38,2,Marketing,Male,3,3,Married,1,0,4,3,3,49300
Human Resources,38,1,Human Resources,Female,4,3,Married,7,3,4,4,1,78470
Research & Development,27,4,Medical,Male,2,3,Married,2,4,3,1,3,44010
Research & Development,49,1,Other,Female,3,3,Divorced,7,5,4,4,3,92410
Research & Development,34,2,Medical,Male,3,4,Divorced,5,2,4,3,4,29740
Research & Development,40,3,Medical,Female,2,3,Married,7,0,3,4,4,45020
Sales,38,4,Life Sciences,Female,3,3,Married,1,3,2,1,3,107480
Sales,29,2,Life Sciences,Female,3,3,Married,10,2,2,4,2,15550
Research & Development,22,3,Life Sciences,Female,3,3,Divorced,4,3,4,2,2,129360
Research & Development,36,3,Life Sciences,Female,3,3,Single,8,3,2,4,3,23050
Research & Development,40,2,Life Sciences,Male,4,4,Married,3,2,4,4,1,167040
Research & Development,46,1,Medical,Male,3,3,Divorced,4,3,4,1,3,34330
Research & Development,32,3,Medical,Male,4,3,Married,14,2,4,4,2,34770
Research & Development,30,4,Life Sciences,Male,2,3,Single,11,2,3,3,3,64300
Research & Development,27,2,Medical,Female,3,3,Single,7,4,4,3,3,65160
Research & Development,51,1,Medical,Female,3,3,Married,10,2,2,2,1,39070
Research & Development,30,4,Life Sciences,Female,2,3,Single,5,3,4,1,3,55620
Research & Development,41,3,Life Sciences,Male,2,3,Single,1,3,4,4,3,68830
Sales,30,2,Medical,Male,2,3,Single,6,2,3,1,2,28620
Research & Development,29,3,Life Sciences,Male,2,3,Single,6,3,3,3,2,49780
Research & Development,45,3,Medical,Female,3,3,Single,19,2,4,4,3,103680
Sales,54,2,Marketing,Female,2,3,Married,6,2,4,1,3,61340
Research & Development,36,4,Life Sciences,Male,2,4,Single,13,3,4,2,4,67350
Sales,33,1,Other,Female,3,4,Married,3,2,3,2,3,32950
Sales,37,4,Life Sciences,Male,3,3,Divorced,10,5,2,4,3,52380
Research & Development,38,2,Medical,Male,3,3,Divorced,16,4,1,3,2,64720
Sales,31,1,Medical,Female,2,3,Married,5,2,3,3,3,96100
Research & Development,59,3,Life Sciences,Female,3,3,Married,1,2,3,4,3,198330
Sales,37,3,Marketing,Female,3,3,Divorced,9,2,1,4,3,97560
Sales,29,4,Medical,Female,3,3,Married,11,4,2,4,3,49680
Research & Development,35,3,Life Sciences,Female,2,3,Single,10,6,3,3,4,21450
Research & Development,29,1,Life Sciences,Female,3,4,Single,4,2,3,4,2,21800
Research & Development,52,2,Medical,Female,3,3,Single,2,5,3,4,2,83460
Research & Development,42,4,Life Sciences,Female,3,3,Married,22,2,3,4,3,34450
Research & Development,59,4,Technical Degree,Male,4,3,Married,2,3,2,3,2,27600
Research & Development,50,2,Life Sciences,Male,4,4,Divorced,7,2,4,4,2,62940
Sales,33,4,Marketing,Male,2,4,Married,5,2,3,4,1,71400
Sales,43,3,Marketing,Female,3,4,Married,17,3,4,4,3,29320
Sales,33,3,Life Sciences,Male,3,3,Married,9,2,1,1,4,51470
Research & Development,52,3,Technical Degree,Male,2,3,Single,33,3,1,3,4,45070
Human Resources,32,4,Life Sciences,Female,2,3,Married,4,2,3,2,3,85640
Sales,32,1,Life Sciences,Male,3,3,Single,3,2,4,3,1,24680
Sales,39,4,Life Sciences,Male,4,3,Divorced,3,2,3,3,3,81610
Sales,32,4,Marketing,Male,2,3,Married,3,3,3,4,3,21090
Sales,41,3,Life Sciences,Female,2,3,Divorced,1,3,3,1,2,52940
Research & Development,40,3,Life Sciences,Male,2,3,Divorced,9,4,1,4,3,27180
Research & Development,45,1,Life Sciences,Female,2,3,Married,24,4,3,4,3,58110
Research & Development,31,4,Medical,Male,4,3,Divorced,2,3,2,3,3,24370
Research & Development,33,4,Life Sciences,Female,3,3,Married,2,2,3,4,2,27660
Research & Development,34,3,Other,Female,2,3,Married,11,3,4,1,3,190380
Research & Development,37,5,Medical,Female,3,3,Married,3,3,3,1,2,30550
Sales,45,1,Marketing,Male,2,3,Married,3,3,1,3,3,22890
Sales,37,3,Marketing,Male,3,3,Divorced,1,2,1,3,3,40010
Research & Development,39,3,Medical,Female,3,3,Single,19,2,3,3,3,129650
Sales,29,3,Other,Female,2,3,Single,6,2,3,4,3,35390
Research & Development,42,4,Medical,Female,3,3,Single,3,5,4,1,3,60290
Research & Development,29,4,Medical,Male,2,3,Divorced,3,2,4,4,3,26790
Research & Development,25,2,Life Sciences,Male,3,4,Married,4,4,1,3,3,37020
Sales,42,2,Medical,Male,2,3,Divorced,9,2,4,3,3,23980
Research & Development,40,3,Medical,Male,4,3,Divorced,21,6,1,3,3,54680
Sales,51,2,Life Sciences,Female,3,3,Married,1,6,3,4,3,131160
Research & Development,31,1,Life Sciences,Female,2,4,Single,5,3,3,2,4,41890
Research & Development,32,4,Other,Male,3,3,Married,5,2,2,2,1,193280
Research & Development,38,5,Life Sciences,Male,2,3,Married,8,5,4,4,3,83210
Research & Development,32,1,Medical,Male,3,3,Single,6,2,4,1,3,23420
Research & Development,46,3,Life Sciences,Female,3,3,Married,7,5,3,2,2,40710
Research & Development,28,2,Medical,Male,3,4,Single,0,2,3,3,1,58130
Research & Development,29,3,Life Sciences,Male,3,4,Married,0,2,1,2,3,31430
Research & Development,31,3,Life Sciences,Male,3,4,Married,9,2,2,4,3,20440
Research & Development,25,4,Medical,Female,3,3,Divorced,6,2,2,1,3,134640
Research & Development,45,2,Medical,Male,2,3,Married,20,2,3,4,3,79910
Research & Development,36,1,Life Sciences,Male,3,3,Married,15,2,4,4,3,33770
Research & Development,55,4,Life Sciences,Female,3,3,Single,36,2,4,1,3,55380
Research & Development,47,1,Medical,Male,2,3,Married,10,4,1,2,2,57620
Research & Development,28,3,Life Sciences,Male,3,3,Married,5,2,4,4,2,25920
Research & Development,37,3,Life Sciences,Male,3,3,Married,5,2,3,4,4,53460
Research & Development,21,2,Life Sciences,Male,2,3,Single,3,3,4,3,4,42130
Research & Development,37,3,Medical,Male,3,3,Divorced,5,2,1,4,3,41270
Sales,35,4,Life Sciences,Male,2,3,Divorced,7,5,2,2,2,24380
Research & Development,38,3,Life Sciences,Female,3,3,Divorced,8,5,1,1,3,68700
Research & Development,26,4,Other,Male,3,3,Divorced,6,3,3,2,1,104470
Sales,50,4,Life Sciences,Male,2,4,Divorced,10,2,1,2,2,96670
Research & Development,53,4,Life Sciences,Female,3,3,Married,5,2,3,3,2,21480
Research & Development,42,4,Life Sciences,Male,1,3,Married,20,4,2,3,3,89260
Research & Development,29,4,Medical,Male,3,3,Single,10,2,2,4,2,65130
Research & Development,55,4,Other,Female,3,3,Married,10,2,2,4,3,67990
Research & Development,26,3,Life Sciences,Female,3,4,Married,5,3,1,1,3,162910
Sales,37,1,Marketing,Male,3,3,Single,17,2,4,4,3,27050
Research & Development,44,2,Medical,Male,2,3,Divorced,1,2,4,3,1,103330
Sales,38,3,Marketing,Female,2,3,Divorced,2,3,4,4,3,44480
Research & Development,26,3,Medical,Male,2,3,Divorced,3,5,1,2,3,68540
Research & Development,28,3,Other,Male,2,3,Single,5,6,4,4,3,96370
Research & Development,49,1,Medical,Female,3,3,Single,3,2,3,1,3,35910
Sales,36,3,Technical Degree,Male,3,3,Single,8,2,3,2,3,54050
Research & Development,31,4,Medical,Male,3,3,Divorced,2,4,4,2,2,46840
Research & Development,26,3,Medical,Male,3,3,Single,8,5,4,4,3,157870
Sales,37,1,Marketing,Male,3,3,Married,4,3,2,4,2,15140
Sales,42,2,Marketing,Male,3,3,Married,20,2,3,2,4,29560
Research & Development,18,4,Life Sciences,Male,2,3,Single,0,3,3,3,3,23350
Sales,35,2,Life Sciences,Male,2,3,Married,11,2,3,2,2,51540
Research & Development,36,3,Other,Female,2,3,Married,1,2,3,4,3,69620
Research & Development,51,3,Life Sciences,Male,2,3,Divorced,4,2,4,2,3,56750
Research & Development,41,1,Life Sciences,Male,3,3,Single,22,6,4,2,3,23790
Sales,18,3,Life Sciences,Male,3,3,Single,0,3,4,3,3,38120
Research & Development,28,3,Medical,Male,2,4,Single,8,2,2,1,3,46480
Research & Development,31,1,Technical Degree,Male,3,3,Married,8,2,2,4,2,29360
Sales,39,4,Marketing,Female,3,4,Divorced,18,3,3,4,2,21050
Research & Development,36,4,Life Sciences,Male,3,4,Married,9,4,2,2,3,85780
Sales,32,3,Marketing,Male,3,4,Married,13,4,4,3,2,27060
Research & Development,38,2,Life Sciences,Female,2,3,Married,10,4,1,2,3,63840
Research & Development,58,3,Life Sciences,Male,2,3,Divorced,5,3,4,3,3,39680
Research & Development,31,1,Technical Degree,Female,2,3,Married,5,3,3,4,3,99070
Sales,31,4,Marketing,Male,3,4,Married,2,2,1,1,3,132250
Research & Development,45,1,Medical,Female,3,3,Divorced,24,6,1,1,3,35400
Sales,31,4,Marketing,Female,3,3,Divorced,2,0,3,4,1,28040
Research & Development,33,3,Life Sciences,Male,3,3,Married,10,3,4,2,3,193920
Sales,39,4,Life Sciences,Male,3,4,Married,21,6,3,1,3,196650
Research & Development,43,4,Medical,Male,3,3,Single,8,2,3,4,3,24390
Research & Development,49,3,Life Sciences,Male,3,4,Single,7,2,3,3,3,73140
Research & Development,52,1,Life Sciences,Female,3,3,Married,8,2,3,2,2,47740
Research & Development,27,4,Medical,Male,3,4,Single,4,2,3,2,2,39020
Research & Development,32,3,Life Sciences,Male,4,3,Married,13,6,3,2,3,26620
Research & Development,27,2,Medical,Female,4,3,Single,5,5,4,3,3,28560
Sales,31,3,Life Sciences,Male,4,3,Divorced,7,4,4,4,3,10810
Research & Development,32,3,Technical Degree,Male,3,3,Single,7,2,1,4,2,24720
Research & Development,28,4,Medical,Male,2,3,Married,3,4,1,4,2,56730
Research & Development,30,3,Life Sciences,Female,3,3,Married,10,3,4,4,3,41970
Research & Development,31,1,Life Sciences,Female,2,3,Married,10,5,3,3,3,97130
Research & Development,39,4,Medical,Female,3,3,Married,21,4,3,4,3,20620
Research & Development,39,1,Medical,Female,3,3,Married,1,0,4,3,2,42840
Sales,33,2,Life Sciences,Male,3,3,Single,7,0,2,4,2,47880
Research & Development,47,3,Life Sciences,Female,4,4,Married,3,4,4,3,3,59060
Research & Development,43,3,Medical,Female,3,3,Divorced,9,2,3,3,4,38860
Research & Development,27,3,Life Sciences,Male,3,3,Married,5,3,3,2,3,168230
Research & Development,54,4,Life Sciences,Male,3,3,Single,4,2,4,3,2,29330
Research & Development,43,2,Life Sciences,Female,3,4,Married,1,3,3,1,2,65000
Sales,45,1,Marketing,Female,3,3,Married,10,6,4,4,3,171740
Research & Development,40,4,Other,Male,3,3,Married,4,6,2,4,2,50330
Research & Development,29,3,Medical,Female,3,3,Married,7,0,2,1,2,23070
Human Resources,29,3,Medical,Male,3,4,Single,3,3,2,4,3,25870
Research & Development,30,3,Life Sciences,Male,2,3,Divorced,10,2,4,3,3,55070
Research & Development,27,2,Medical,Male,2,3,Married,8,2,2,2,3,43930
Sales,37,4,Life Sciences,Male,3,3,Divorced,6,4,4,4,2,133480
Research & Development,38,4,Medical,Male,3,3,Divorced,11,1,3,4,3,65830
Research & Development,31,3,Medical,Female,3,3,Single,11,5,3,4,2,81030
Research & Development,29,4,Life Sciences,Male,3,3,Divorced,7,0,4,2,3,39780
Sales,35,2,Technical Degree,Male,4,3,Single,16,3,3,2,3,25440
Research & Development,23,4,Life Sciences,Male,2,4,Divorced,4,2,3,4,2,53990
Research & Development,41,2,Life Sciences,Female,3,3,Single,5,0,4,2,3,54870
Sales,47,3,Medical,Female,4,3,Single,0,2,2,3,3,68340
Research & Development,42,4,Life Sciences,Male,1,4,Single,1,0,1,4,3,10910
Sales,29,4,Marketing,Male,2,4,Married,4,1,4,3,2,57360
Sales,42,4,Medical,Male,2,3,Divorced,3,3,3,3,3,22260
Research & Development,32,3,Medical,Male,3,3,Married,8,0,3,2,3,57470
Sales,48,4,Medical,Male,2,3,Married,0,2,1,3,1,98540
Research & Development,37,5,Technical Degree,Male,3,3,Divorced,7,2,3,1,3,54670
Sales,30,4,Other,Male,3,4,Married,2,0,4,3,4,53800
Sales,26,3,Medical,Female,3,3,Married,8,3,3,3,3,51510
Sales,42,2,Medical,Female,3,3,Single,1,2,1,4,3,21330
Research & Development,21,3,Medical,Female,2,3,Single,3,5,1,2,3,178750
Human Resources,36,3,Human Resources,Male,1,4,Single,1,4,4,4,3,24320
Research & Development,36,3,Life Sciences,Female,3,3,Married,13,2,1,4,3,47710
Research & Development,57,4,Life Sciences,Male,1,3,Married,3,2,4,3,3,191610
Research & Development,40,3,Other,Male,3,3,Married,7,3,4,3,3,50870
